Timestamp,SessionId,RecipeRunId,RecipeName,HighVacuumPa,FilmHighVacuumPa,Power1VoltageV,Power1CurrentA,Power2VoltageV,Power2CurrentA,TemperatureC,DataQuality
2026-08-10T16:12:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.6,13.2349931973636,480,1.8467302010770381,477.7786423329968,1.7283326909627483,186.5,Simulation
2026-08-10T16:13:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.636092538303076,13.25275764574826,480.4580481071059,1.85369152677275,477.8858732283603,1.7312768688270226,186.57466365545483,Simulation
2026-08-10T16:14:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.67207370853147,13.26979013974125,480.9143861347539,1.860433769460884,477.97773153520865,1.7340268236300005,186.64930924451286,Simulation
2026-08-10T16:15:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.70783248625072,13.286055337773284,481.36731038790646,1.8669294180815994,478.0539773401256,1.7365759839492343,186.72391870514892,Simulation
2026-08-10T16:16:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.743258533246479,13.301519490375641,481.8151299165317,1.8731519677779571,478.11441150606913,1.7389182581903004,186.79847398407972,Simulation
2026-08-10T16:17:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.778242537986973,13.316150510208622,482.2561728286058,1.8790760280463854,478.15887619247263,1.7410480491435616,186.87295704113248,Simulation
2026-08-10T16:18:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.812676552917498,13.329918038641166,482.6887925319646,1.8846774263401398,478.1872552674894,1.7429602673595241,186.94734985360986,Simulation
2026-08-10T16:19:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.846454327546219,13.342793508743483,483.1113738817,1.8899333067030093,478.19947461130306,1.7446503433108291,187.02163442065108,Simulation
2026-08-10T16:20:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.879471636293431,13.354750204562,483.52233921015153,1.894822223030802,478.1955023097121,1.746114238311811,187.0957927675876,Simulation
2026-08-10T16:21:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.911626600092731,13.365763316553625,483.92015421697994,1.899324226580071,478.1753487374825,1.7473484541695319,187.16980695029233,Simulation
2026-08-10T16:22:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.942820000751713,13.375809993064294,484.303333697333,1.903420947367003,478.1390665312515,1.748350041543231,187.24365905952172,Simulation
2026-08-10T16:23:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,13.972955587102193,13.384869387745013,484.6704470867178,1.9070956691243368,478.08675045205194,1.749116606992207,187.3173312252492,Simulation
2026-08-10T16:24:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.001940371995328,13.392922702806981,485.02012380187847,1.9103333975104506,478.01853713781793,1.7496463186952997,187.3908056209892,Simulation
2026-08-10T16:25:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.029684919225177,13.399953228026062,485.35105835774004,1.9131209212923033,477.93460474651687,1.7499379108282955,187.46406446811062,Simulation
2026-08-10T16:26:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.056103619495378,13.40594637541565,485.6620152413134,1.9154468662525732,477.8351724908407,1.7499906865888009,187.53709004013876,Simulation
2026-08-10T16:27:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.081114954577425,13.410889709496026,485.9518335243671,1.9173017416010376,477.7205000656711,1.7498045198613548,187.60986466704463,Simulation
2026-08-10T16:28:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.10464174884543,13.41477297309733,486.2194311976433,1.91867797870081,477.59088696981445,1.7493798555188005,187.6823707395205,Simulation
2026-08-10T16:29:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.126611407411245,13.417588108642695,486.46380921043766,1.9195699619514202,477.44667172377757,1.748717708359196,187.7545907132409,Simulation
2026-08-10T16:30:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.146956140125132,13.419329274867303,486.68405520046076,1.9199740517027228,477.2882309856278,1.7478196606808043,187.82650711310774,Simulation
2026-08-10T16:31:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.165613170750817,13.419992858938718,486.8793469000568,1.919888599106131,477.11597856724626,1.7466878585009584,187.8981025374789,Simulation
2026-08-10T16:32:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.182524930669471,13.41957748395333,487.04895520606266,1.9193139528425815,476.9303643535429,1.745325006427837,187.96935966237882,Simulation
2026-08-10T16:33:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.19763923651494,13.418084011793363,487.1922469018456,1.9182524576997773,476.73187312745813,1.7437343611974037,188.04026124569037,Simulation
2026-08-10T16:34:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.210909451192098,13.415515541338518,487.30868702135797,1.91670844500451,476.5210233038174,1.741919723890957,188.11079013132698,Simulation
2026-08-10T16:35:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.222294627781478,13.41187740203594,487.3978408463828,1.9146882149491073,476.2983655753475,1.7398854308518856,188.18092925338394,Simulation
2026-08-10T16:36:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.231759635886153,13.407177142841897,487.4593755295129,1.912200010884115,476.0644814743897,1.737636343323337,188.25066164026777,Simulation
2026-08-10T16:37:14.4120868+08:00,403df523133449d8a2752f38e0123bd1,,,14.239275270031001,13.401424516558064,487.4930613368057,1.9092539856821147,475.81998185406724,1.73517783583156,188.31997041880285,Simulation
